Format Version,1.23,Take Name,Drone-Take1-Mar12,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-03-12 04.10.17.929 PM,Capture Start Frame,534588,Total Frames in Take,45018,Total Exported Frames,45018,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Optic Flow Drone,Optic Flow Drone,Optic Flow Drone,Optic Flow Drone,Optic Flow Drone,Optic Flow Drone
,ID,11CA5A58FF8E11EFE509D45A5468D7BA,11CA5A58FF8E11EFE509D45A5468D7BA,11CA5A58FF8E11EFE509D45A5468D7BA,11CA5A58FF8E11EFE509D45A5468D7BA,11CA5A58FF8E11EFE509D45A5468D7BA,11CA5A58FF8E11EFE509D45A5468D7BA
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
215,0.896000,7.969881,2.604823,-2.659422,-0.189452,0.749073,1.374165
216,0.900000,7.931665,2.606210,-2.650632,-0.189532,0.749067,1.374148
217,0.904000,7.894950,2.618735,-2.649708,-0.189580,0.749048,1.374110
218,0.908000,7.864143,2.624762,-2.638093,-0.189644,0.749033,1.374078
219,0.913000,7.827020,2.633150,-2.625825,-0.189704,0.749021,1.374044
220,0.917000,7.785955,2.641003,-2.618907,-0.189731,0.749016,1.374008
221,0.921000,7.753451,2.646424,-2.610598,-0.189785,0.748986,1.373970
222,0.925000,7.710894,2.664052,-2.595854,-0.189824,0.748969,1.373925
223,0.929000,7.675130,2.667892,-2.588839,-0.189855,0.748959,1.373875
224,0.933000,7.654496,2.697392,-2.554310,-0.189852,0.748900,1.373820
225,0.938000,7.620216,2.725863,-2.540051,-0.189877,0.748875,1.373762
226,0.942000,7.580865,2.731241,-2.530292,-0.189904,0.748845,1.373719
227,0.946000,7.542342,2.740745,-2.526247,-0.189936,0.748833,1.373678
228,0.950000,7.500233,2.755826,-2.512919,-0.189953,0.748800,1.373646
229,0.954000,7.461201,2.775966,-2.505635,-0.189989,0.748774,1.373602
230,0.958000,7.420321,2.791829,-2.495571,-0.190004,0.748740,1.373568
231,0.963000,7.380289,2.809666,-2.487121,-0.190029,0.748703,1.373535
232,0.967000,7.344420,2.822255,-2.473818,-0.190047,0.748673,1.373479
233,0.971000,7.308034,2.838106,-2.470350,-0.190065,0.748641,1.373430
234,0.975000,7.269834,2.855867,-2.456042,-0.190084,0.748596,1.373394
235,0.979000,7.243656,2.864378,-2.441620,-0.190104,0.748547,1.373370
236,0.983000,7.211822,2.869027,-2.428470,-0.190121,0.748506,1.373325
237,0.988000,7.184090,2.887156,-2.405222,-0.190160,0.748432,1.373306
238,0.992000,7.147862,2.900490,-2.386033,-0.190189,0.748374,1.373273
239,0.996000,7.124840,2.909855,-2.377810,-0.190208,0.748320,1.373234
240,1.000000,7.096238,2.910079,-2.365536,-0.190232,0.748260,1.373205
241,1.004000,7.069701,2.917577,-2.358718,-0.190257,0.748203,1.373161
242,1.008000,7.043854,2.922891,-2.344411,-0.190277,0.748135,1.373115
243,1.012000,7.011122,2.928814,-2.328032,-0.190299,0.748068,1.373062
244,1.017000,6.986431,2.929873,-2.326657,-0.190329,0.748005,1.373038
245,1.021000,6.964273,2.925252,-2.309874,-0.190352,0.747934,1.372998
246,1.025000,6.917026,2.955011,-2.273006,-0.190361,0.747924,1.372948
247,1.029000,6.889535,2.952046,-2.264459,-0.190380,0.747850,1.372921
248,1.033000,6.868291,2.944785,-2.263904,-0.190407,0.747796,1.372889
249,1.038000,6.831981,2.933736,-2.253741,-0.190430,0.747739,1.372851
250,1.042000,6.797794,2.931235,-2.253262,-0.190454,0.747681,1.372815
251,1.046000,6.778970,2.918703,-2.240939,-0.190471,0.747610,1.372812
252,1.050000,6.756407,2.905970,-2.231354,-0.190479,0.747540,1.372799
253,1.054000,6.713837,2.895073,-2.230864,-0.190513,0.747494,1.372747
254,1.058000,6.683227,2.872789,-2.220004,-0.190544,0.747445,1.372728
255,1.063000,6.661419,2.859242,-2.220804,-0.190575,0.747395,1.372703
256,1.067000,6.645865,2.820406,-2.216435,-0.190604,0.747317,1.372698
257,1.071000,6.637028,2.801654,-2.205983,-0.190645,0.747265,1.372692
258,1.075000,6.604557,2.773024,-2.196713,-0.190680,0.747208,1.372664
259,1.079000,6.578729,2.743667,-2.192550,-0.190696,0.747142,1.372649
260,1.083000,6.547737,2.707911,-2.184278,-0.190732,0.747081,1.372636
261,1.087000,6.530661,2.672218,-2.179970,-0.190778,0.747013,1.372629
262,1.092000,6.507667,2.639581,-2.168960,-0.190807,0.746938,1.372635
263,1.096000,6.485510,2.600896,-2.167593,-0.190843,0.746877,1.372619
264,1.100000,6.467930,2.567420,-2.162772,-0.190878,0.746825,1.372632
265,1.104000,6.439059,2.528435,-2.153745,-0.190920,0.746756,1.372608
266,1.108000,6.410237,2.494723,-2.149504,-0.190954,0.746704,1.372617
267,1.113000,6.406363,2.459496,-2.139605,-0.190993,0.746637,1.372636
268,1.117000,6.372812,2.421313,-2.131183,-0.191038,0.746576,1.372637
269,1.121000,6.351945,2.384784,-2.128395,-0.191053,0.746521,1.372641
270,1.125000,6.336465,2.350484,-2.118092,-0.191093,0.746458,1.372648
271,1.129000,6.332181,2.304639,-2.104667,-0.191134,0.746376,1.372689
272,1.133000,6.306595,2.275853,-2.103467,-0.191173,0.746341,1.372684
273,1.137000,6.293110,2.239351,-2.099902,-0.191211,0.746283,1.372703
274,1.142000,6.275355,2.207225,-2.091398,-0.191252,0.746235,1.372736
275,1.146000,6.261859,2.171662,-2.083651,-0.191280,0.746172,1.372746
276,1.150000,6.251920,2.140410,-2.086597,-0.191322,0.746120,1.372774
277,1.154000,6.232581,2.103662,-2.082912,-0.191337,0.746052,1.372807
278,1.158000,6.220441,2.075842,-2.078747,-0.191374,0.745983,1.372836
279,1.163000,6.213046,2.046671,-2.074445,-0.191409,0.745930,1.372878
280,1.167000,6.201696,2.028874,-2.076432,-0.191435,0.745864,1.372916
281,1.171000,6.186626,2.001301,-2.075310,-0.191461,0.745812,1.372962
282,1.175000,6.172002,1.977293,-2.074103,-0.191500,0.745755,1.373023
283,1.179000,6.158540,1.956313,-2.071863,-0.191525,0.745713,1.373063
284,1.183000,6.143694,1.934386,-2.072789,-0.191553,0.745669,1.373098
285,1.188000,6.132058,1.925082,-2.070068,-0.191599,0.745634,1.373133
286,1.192000,6.116688,1.905212,-2.074220,-0.191640,0.745589,1.373178
287,1.196000,6.098481,1.893651,-2.083247,-0.191688,0.745549,1.373232
288,1.200000,6.085106,1.871838,-2.082997,-0.191751,0.745499,1.373277
289,1.204000,6.068804,1.870249,-2.087631,-0.191810,0.745465,1.373305
290,1.208000,6.052238,1.849756,-2.099912,-0.191869,0.745435,1.373356
291,1.212000,6.032722,1.845674,-2.109685,-0.191950,0.745378,1.373400
292,1.217000,6.020439,1.831245,-2.107190,-0.191987,0.745329,1.373441
293,1.221000,6.007374,1.822161,-2.113132,-0.192069,0.745285,1.373467
294,1.225000,5.991159,1.815596,-2.117785,-0.192143,0.745243,1.373502
295,1.229000,5.978052,1.808275,-2.130243,-0.192222,0.745201,1.373513
296,1.233000,5.963796,1.812137,-2.129779,-0.192298,0.745148,1.373551
297,1.238000,5.947791,1.815325,-2.136859,-0.192388,0.745105,1.373583
