Format Version,1.23,Take Name,5-6-SID-pitch1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-05-06 08.42.57.977 AM,Capture Start Frame,259605,Total Frames in Take,44511,Total Exported Frames,44511,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone
,ID,329CC9029F211F0E509D45A5468DEBA,329CC9029F211F0E509D45A5468DEBA,329CC9029F211F0E509D45A5468DEBA,329CC9029F211F0E509D45A5468DEBA,329CC9029F211F0E509D45A5468DEBA,329CC9029F211F0E509D45A5468DEBA
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
14581,121.508000,-0.884609,2.730459,-27.210150,-0.319124,0.336035,0.639714
14582,121.517000,-0.879712,2.761124,-27.218590,-0.318412,0.336302,0.639166
14583,121.525000,-0.875819,2.714813,-27.246225,-0.317646,0.336586,0.638648
14584,121.533000,-0.863968,2.760308,-27.248426,-0.316900,0.336838,0.638118
14585,121.542000,-0.853868,2.715951,-27.374849,-0.316289,0.337153,0.637598
14586,121.550000,-0.876147,2.679281,-27.394918,-0.315548,0.337368,0.637021
14587,121.558000,-0.931195,2.726873,-27.380661,-0.314861,0.337650,0.636462
14588,121.567000,-0.953634,2.740678,-27.413496,-0.314216,0.337835,0.635913
14589,121.575000,-0.967974,2.716434,-27.502165,-0.313625,0.338054,0.635297
14590,121.583000,-0.999380,2.785222,-27.495977,-0.313002,0.338291,0.634767
14591,121.592000,-1.058695,2.831058,-27.475925,-0.312400,0.338490,0.634180
14592,121.600000,-1.112514,2.872008,-27.417383,-0.311834,0.338696,0.633560
14593,121.608000,-1.140191,2.898648,-27.506653,-0.311216,0.338835,0.633007
14594,121.617000,-1.128512,2.903055,-27.490625,-0.310718,0.339011,0.632468
14595,121.625000,-1.126491,2.951654,-27.510139,-0.310204,0.339153,0.631882
14596,121.633000,-1.153637,2.983991,-27.637871,-0.309699,0.339339,0.631238
14597,121.642000,-1.170901,2.994863,-27.616503,-0.309224,0.339451,0.630649
14598,121.650000,-1.159480,3.057954,-27.604582,-0.308692,0.339542,0.630024
14599,121.658000,-1.151930,3.014243,-27.601841,-0.308383,0.339670,0.629424
14600,121.667000,-1.174479,2.980945,-27.688721,-0.307932,0.339756,0.628793
14601,121.675000,-1.157376,2.988069,-27.724718,-0.307547,0.339821,0.628200
14602,121.683000,-1.103163,2.994881,-27.716661,-0.307167,0.339917,0.627607
14603,121.692000,-1.097562,2.961909,-27.799500,-0.306809,0.339961,0.626952
14604,121.700000,-1.086756,2.852273,-27.817944,-0.306584,0.340027,0.626372
14605,121.708000,-1.086673,2.883523,-27.796251,-0.306217,0.340016,0.625707
14606,121.717000,-1.073277,2.889763,-27.832329,-0.305987,0.340040,0.625037
14607,121.725000,-1.081082,2.856793,-27.859671,-0.305724,0.340058,0.624408
14608,121.733000,-1.039969,2.838124,-27.831619,-0.305454,0.340048,0.623793
14609,121.742000,-0.998596,2.816692,-27.751768,-0.305224,0.340023,0.623191
14610,121.750000,-0.953438,2.879768,-27.822744,-0.304995,0.339997,0.622522
14611,121.758000,-0.924963,2.856451,-27.917944,-0.304900,0.339987,0.621907
14612,121.767000,-0.960934,2.863738,-27.824228,-0.304713,0.339904,0.621217
14613,121.775000,-0.927828,2.855055,-27.896835,-0.304573,0.339879,0.620582
14614,121.783000,-0.910617,2.842354,-27.903513,-0.304463,0.339804,0.619971
14615,121.792000,-0.881042,2.924019,-27.875645,-0.304320,0.339708,0.619341
14616,121.800000,-0.927353,2.903044,-27.892668,-0.304260,0.339628,0.618704
14617,121.808000,-0.925554,2.952702,-27.892145,-0.304193,0.339534,0.618005
14618,121.817000,-0.942495,2.991393,-27.879229,-0.304157,0.339443,0.617381
14619,121.825000,-0.964427,2.990721,-27.915071,-0.304142,0.339371,0.616776
14620,121.833000,-0.952543,2.999389,-27.903128,-0.304135,0.339228,0.616106
14621,121.842000,-0.988849,3.027890,-27.954681,-0.304139,0.339103,0.615447
14622,121.850000,-0.974823,3.051769,-28.004528,-0.304189,0.338992,0.614808
14623,121.858000,-0.993487,3.001276,-28.016258,-0.304314,0.338861,0.614164
14624,121.867000,-0.960874,3.035340,-27.892853,-0.304349,0.338673,0.613498
14625,121.875000,-0.940127,2.974644,-27.978308,-0.304483,0.338468,0.612872
14626,121.883000,-0.986630,3.001329,-27.948462,-0.304617,0.338255,0.612221
14627,121.892000,-0.971687,2.973086,-27.959066,-0.304747,0.338071,0.611579
14628,121.900000,-0.976821,2.896750,-27.917418,-0.304958,0.337878,0.610921
14629,121.908000,-0.873982,2.918904,-27.878855,-0.305146,0.337649,0.610237
14630,121.917000,-0.906302,2.859063,-27.986187,-0.305366,0.337460,0.609634
14631,121.925000,-0.907378,2.831369,-27.915537,-0.305612,0.337169,0.609006
14632,121.933000,-0.826842,2.758859,-27.915482,-0.305877,0.336955,0.608387
14633,121.942000,-0.827858,2.757334,-27.928581,-0.306157,0.336716,0.607716
14634,121.950000,-0.810414,2.759152,-27.869020,-0.306363,0.336449,0.607124
14635,121.958000,-0.832294,2.723726,-27.857018,-0.306691,0.336150,0.606508
14636,121.967000,-0.760863,2.686570,-27.883615,-0.307077,0.335837,0.605888
14637,121.975000,-0.703691,2.668746,-27.883816,-0.307433,0.335608,0.605323
14638,121.983000,-0.763339,2.636791,-27.886726,-0.307759,0.335307,0.604709
14639,121.992000,-0.754360,2.598865,-27.891401,-0.308137,0.334995,0.604103
14640,122.000000,-0.727288,2.554812,-27.837595,-0.308527,0.334718,0.603534
14641,122.008000,-0.685215,2.549777,-27.841034,-0.308891,0.334357,0.602911
14642,122.017000,-0.650154,2.567416,-27.865824,-0.309321,0.334035,0.602392
14643,122.025000,-0.645079,2.551229,-27.814318,-0.309768,0.333650,0.601815
14644,122.033000,-0.533562,2.510869,-27.715132,-0.310210,0.333322,0.601247
14645,122.042000,-0.466776,2.330894,-27.794870,-0.310722,0.332936,0.600748
14646,122.050000,-0.409948,2.352672,-27.818193,-0.311124,0.332525,0.600173
14647,122.058000,-0.324556,2.239230,-27.752102,-0.311691,0.332126,0.599665
14648,122.067000,-0.126619,2.081365,-27.766470,-0.312241,0.331717,0.599167
14649,122.075000,0.100680,1.992105,-27.744020,-0.312730,0.331246,0.598660
14650,122.083000,0.251022,1.920976,-27.736116,-0.313260,0.330819,0.598139
14651,122.092000,0.445557,1.818441,-27.718903,-0.313833,0.330337,0.597681
14652,122.100000,0.685032,1.756578,-27.680162,-0.314429,0.329901,0.597175
14653,122.108000,0.952614,1.585325,-27.646978,-0.314975,0.329362,0.596758
14654,122.117000,1.152234,1.502656,-27.731426,-0.315621,0.328983,0.596226
14655,122.125000,1.344951,1.326712,-27.637894,-0.316224,0.328466,0.595879
14656,122.133000,1.651470,1.275339,-27.676048,-0.316787,0.327989,0.595369
14657,122.142000,1.770159,1.217085,-27.589052,-0.317346,0.327589,0.594974
14658,122.150000,2.087069,1.097412,-27.637644,-0.318012,0.327093,0.594510
14659,122.158000,2.170025,1.089431,-27.513920,-0.318616,0.326665,0.594034
14660,122.167000,2.346967,0.927109,-27.564539,-0.319211,0.326226,0.593651
14661,122.175000,2.526771,0.877669,-27.512014,-0.319834,0.325786,0.593245
14662,122.183000,2.699706,0.706766,-27.506969,-0.320541,0.325376,0.592838
14663,122.192000,2.784022,0.751740,-27.493057,-0.321072,0.324969,0.592390
14664,122.200000,2.843114,0.714214,-27.440668,-0.321713,0.324594,0.591960
14665,122.208000,2.934541,0.687185,-27.414963,-0.322365,0.324197,0.591546
14666,122.217000,3.041979,0.693858,-27.358442,-0.322965,0.323759,0.591141
14667,122.225000,2.994638,0.655036,-27.408445,-0.323580,0.323489,0.590755
14668,122.233000,3.000298,0.686451,-27.345432,-0.324191,0.323163,0.590354
14669,122.242000,3.016798,0.604785,-27.336588,-0.324908,0.322824,0.589926
14670,122.250000,2.979141,0.661852,-27.316105,-0.325470,0.322544,0.589556
14671,122.258000,2.989865,0.708091,-27.194925,-0.326120,0.322251,0.589198
14672,122.267000,2.931199,0.675135,-27.243193,-0.326705,0.321994,0.588800
14673,122.275000,2.995867,0.641168,-27.219490,-0.327355,0.321696,0.588396
14674,122.283000,2.994929,0.545215,-27.171751,-0.328094,0.321423,0.588079
14675,122.292000,2.936241,0.669234,-27.165188,-0.328612,0.321203,0.587726
14676,122.300000,2.988719,0.645583,-27.114573,-0.329270,0.320974,0.587422
14677,122.308000,3.039832,0.592431,-27.084944,-0.329950,0.320728,0.587054
14678,122.317000,3.065222,0.584633,-27.104130,-0.330565,0.320577,0.586733
14679,122.325000,3.107181,0.581917,-27.007845,-0.331230,0.320363,0.586401
14680,122.333000,3.257442,0.496256,-27.012482,-0.331942,0.320132,0.586131
14681,122.342000,3.280870,0.503388,-26.978876,-0.332546,0.319982,0.585880
14682,122.350000,3.413380,0.482383,-27.029083,-0.333209,0.319839,0.585575
14683,122.358000,3.485082,0.407944,-26.935257,-0.333881,0.319664,0.585335
14684,122.367000,3.576168,0.379041,-26.878107,-0.334520,0.319516,0.585059
14685,122.375000,3.602033,0.294253,-26.877760,-0.335176,0.319434,0.584813
14686,122.383000,3.660710,0.321570,-26.782223,-0.335838,0.319364,0.584578
14687,122.392000,3.724944,0.212997,-26.849499,-0.336522,0.319291,0.584406
14688,122.400000,3.766261,0.168572,-26.700563,-0.337164,0.319242,0.584266
14689,122.408000,3.845534,0.137216,-26.772757,-0.337846,0.319181,0.584003
14690,122.417000,3.894147,0.125645,-26.743267,-0.338445,0.319154,0.583811
14691,122.425000,3.940369,0.170680,-26.674688,-0.339120,0.319200,0.583523
14692,122.433000,3.988308,0.061271,-26.685375,-0.339755,0.319157,0.583402
14693,122.442000,3.964128,0.090949,-26.616074,-0.340434,0.319223,0.583240
14694,122.450000,3.994467,-0.085080,-26.622007,-0.341087,0.319289,0.583131
14695,122.458000,3.967231,0.021260,-26.689720,-0.341687,0.319399,0.582945
14696,122.467000,3.991240,0.037137,-26.632212,-0.342368,0.319486,0.582823
14697,122.475000,4.010463,-0.011428,-26.620787,-0.342988,0.319603,0.582697
14698,122.483000,3.987158,0.032347,-26.624102,-0.343609,0.319728,0.582629
14699,122.492000,4.035005,0.024319,-26.547367,-0.344223,0.319877,0.582538
14700,122.500000,4.059921,0.101138,-26.528269,-0.344809,0.320100,0.582413
14701,122.508000,3.997450,0.086207,-26.612963,-0.345481,0.320333,0.582361
14702,122.517000,4.008371,0.156474,-26.623671,-0.346096,0.320543,0.582337
14703,122.525000,4.024569,0.239433,-26.533886,-0.346729,0.320798,0.582268
14704,122.533000,4.014381,0.287622,-26.544527,-0.347292,0.321063,0.582310
14705,122.542000,4.059016,0.180656,-26.538452,-0.348007,0.321327,0.582306
14706,122.550000,4.064993,0.168772,-26.550549,-0.348641,0.321604,0.582294
14707,122.558000,4.042007,0.227801,-26.566002,-0.349255,0.321913,0.582352
14708,122.567000,4.071713,0.326287,-26.502354,-0.349881,0.322211,0.582379
14709,122.575000,4.052327,0.353670,-26.524876,-0.350470,0.322554,0.582388
14710,122.583000,4.061429,0.342110,-26.502850,-0.351146,0.322884,0.582460
14711,122.592000,3.971717,0.399235,-26.550913,-0.351798,0.323328,0.582558
14712,122.600000,3.901574,0.456811,-26.537762,-0.352411,0.323712,0.582597
14713,122.608000,3.924488,0.354430,-26.534220,-0.353128,0.324106,0.582652
14714,122.617000,3.860841,0.504271,-26.503290,-0.353714,0.324501,0.582723
14715,122.625000,3.719499,0.593610,-26.517380,-0.354350,0.325019,0.582781
14716,122.633000,3.639308,0.538408,-26.558226,-0.354986,0.325512,0.582895
14717,122.642000,3.498013,0.593978,-26.506441,-0.355663,0.326030,0.582956
14718,122.650000,3.404182,0.577790,-26.550110,-0.356301,0.326545,0.583074
14719,122.658000,3.338063,0.647035,-26.469759,-0.356912,0.327026,0.583216
14720,122.667000,3.288053,0.523909,-26.513186,-0.357692,0.327527,0.583337
14721,122.675000,3.140138,0.660967,-26.459467,-0.358238,0.328128,0.583429
14722,122.683000,3.084584,0.696952,-26.413427,-0.358954,0.328673,0.583558
14723,122.692000,2.978395,0.651547,-26.548304,-0.359640,0.329267,0.583730
14724,122.700000,2.944478,0.638251,-26.572479,-0.360285,0.329867,0.583782
14725,122.708000,2.908183,0.578923,-26.422155,-0.360966,0.330398,0.583977
14726,122.717000,2.815939,0.656994,-26.504982,-0.361627,0.331039,0.584137
14727,122.725000,2.795692,0.663599,-26.493093,-0.362331,0.331657,0.584301
14728,122.733000,2.738065,0.682583,-26.426966,-0.362958,0.332251,0.584442
14729,122.742000,2.729106,0.660366,-26.457457,-0.363719,0.332888,0.584667
14730,122.750000,2.740622,0.619013,-26.473265,-0.364386,0.333553,0.584839
14731,122.758000,2.683629,0.677842,-26.452522,-0.365056,0.334170,0.585067
14732,122.767000,2.659819,0.653443,-26.390615,-0.365770,0.334833,0.585328
14733,122.775000,2.692201,0.679160,-26.490396,-0.366443,0.335492,0.585517
14734,122.783000,2.629104,0.666596,-26.446423,-0.367173,0.336207,0.585772
14735,122.792000,2.682581,0.622625,-26.494001,-0.367907,0.336884,0.586018
14736,122.800000,2.671974,0.739144,-26.519817,-0.368594,0.337580,0.586258
14737,122.808000,2.719069,0.749647,-26.458015,-0.369301,0.338231,0.586544
14738,122.817000,2.744167,0.796566,-26.428036,-0.369966,0.338944,0.586799
14739,122.825000,2.702955,0.809959,-26.447248,-0.370699,0.339689,0.587140
14740,122.833000,2.571455,0.806429,-26.521448,-0.371418,0.340509,0.587429
14741,122.842000,2.626499,0.889389,-26.399380,-0.372139,0.341222,0.587709
14742,122.850000,2.595756,0.771173,-26.532574,-0.372912,0.341961,0.588072
14743,122.858000,2.611940,0.830308,-26.493765,-0.373606,0.342726,0.588397
14744,122.867000,2.550674,0.847142,-26.482582,-0.374350,0.343487,0.588739
14745,122.875000,2.579177,0.837947,-26.547386,-0.375067,0.344291,0.589063
14746,122.883000,2.517887,0.875384,-26.498243,-0.375844,0.345124,0.589418
14747,122.892000,2.483587,0.794466,-26.537212,-0.376563,0.345925,0.589838
14748,122.900000,2.415065,0.864967,-26.552837,-0.377302,0.346754,0.590174
14749,122.908000,2.312672,0.851926,-26.540226,-0.378055,0.347579,0.590527
14750,122.917000,2.249957,0.877122,-26.589371,-0.378776,0.348414,0.590924
14751,122.925000,2.149144,0.977517,-26.565069,-0.379549,0.349289,0.591204
14752,122.933000,2.061931,0.923118,-26.619432,-0.380297,0.350092,0.591668
14753,122.942000,1.970875,1.007151,-26.675873,-0.381049,0.350965,0.592051
14754,122.950000,1.869888,0.979065,-26.611416,-0.381866,0.351810,0.592516
14755,122.958000,1.745023,1.134261,-26.746462,-0.382592,0.352745,0.592890
14756,122.967000,1.539970,1.146493,-26.685907,-0.383365,0.353589,0.593311
14757,122.975000,1.445676,1.267680,-26.651772,-0.384120,0.354499,0.593658
14758,122.983000,1.176202,1.310188,-26.722816,-0.384863,0.355370,0.594118
14759,122.992000,0.938320,1.401028,-26.680346,-0.385623,0.356331,0.594525
14760,123.000000,0.814778,1.538052,-26.737368,-0.386388,0.357182,0.594948
14761,123.008000,0.566668,1.614901,-26.660343,-0.387209,0.358128,0.595348
14762,123.017000,0.378460,1.719688,-26.731989,-0.387974,0.359024,0.595813
14763,123.025000,0.192488,1.849638,-26.676853,-0.388715,0.359921,0.596274
14764,123.033000,0.036464,1.892216,-26.788807,-0.389583,0.360789,0.596725
14765,123.042000,-0.091509,2.005568,-26.835869,-0.390394,0.361648,0.597181
14766,123.050000,-0.313014,2.084625,-26.826172,-0.391217,0.362521,0.597644
14767,123.058000,-0.432189,2.104898,-26.837397,-0.392054,0.363440,0.598118
14768,123.067000,-0.647232,2.180313,-26.883078,-0.392907,0.364301,0.598565
14769,123.075000,-0.793236,2.172706,-26.926165,-0.393788,0.365235,0.599055
14770,123.083000,-0.843264,2.210814,-26.921021,-0.394690,0.366010,0.599503
14771,123.092000,-0.961612,2.247714,-26.927917,-0.395597,0.366875,0.599978
14772,123.100000,-1.018203,2.193225,-26.957426,-0.396489,0.367617,0.600518
14773,123.108000,-1.067868,2.202446,-26.965231,-0.397416,0.368442,0.601057
14774,123.117000,-1.093164,2.127105,-26.967340,-0.398330,0.369152,0.601579
14775,123.125000,-1.110854,2.173163,-27.008333,-0.399270,0.369964,0.602100
14776,123.133000,-1.060947,2.160297,-26.956930,-0.400261,0.370693,0.602588
14777,123.142000,-1.061796,2.123822,-27.047701,-0.401202,0.371455,0.603175
14778,123.150000,-0.973750,2.059086,-27.012589,-0.402176,0.372116,0.603738
14779,123.158000,-0.910973,2.091913,-26.961817,-0.403166,0.372749,0.604258
14780,123.167000,-0.976352,1.976807,-27.034397,-0.404184,0.373528,0.604762
14781,123.175000,-0.972911,2.077596,-27.030962,-0.405245,0.374154,0.605287
14782,123.183000,-0.940740,2.048312,-26.984594,-0.406213,0.374839,0.605839
14783,123.192000,-0.969855,2.089135,-27.073271,-0.407270,0.375532,0.606320
14784,123.200000,-0.933002,2.121566,-26.983578,-0.408270,0.376133,0.606878
14785,123.208000,-0.999952,2.107141,-27.039841,-0.409347,0.376811,0.607379
14786,123.217000,-0.988702,2.115284,-27.005535,-0.410358,0.377382,0.607927
14787,123.225000,-1.056998,2.158609,-27.029453,-0.411511,0.378028,0.608383
14788,123.233000,-1.131487,2.168518,-26.992241,-0.412574,0.378627,0.608929
14789,123.242000,-1.137774,2.219730,-27.110569,-0.413669,0.379236,0.609377
14790,123.250000,-1.237763,2.236563,-27.041420,-0.414782,0.379846,0.609927
14791,123.258000,-1.222436,2.277725,-27.044695,-0.415900,0.380359,0.610444
14792,123.267000,-1.294963,2.314011,-27.011917,-0.417060,0.380960,0.610957
14793,123.275000,-1.353541,2.361733,-26.979984,-0.418180,0.381461,0.611424
14794,123.283000,-1.286357,2.459126,-27.035603,-0.419348,0.381968,0.611889
14795,123.292000,-1.407754,2.431247,-27.029507,-0.420513,0.382514,0.612472
14796,123.300000,-1.372634,2.460554,-27.027302,-0.421630,0.382983,0.613006
14797,123.308000,-1.417812,2.451402,-27.061949,-0.422877,0.383444,0.613519
14798,123.317000,-1.370546,2.483357,-26.987093,-0.424042,0.383890,0.614029
14799,123.325000,-1.353196,2.449999,-27.035891,-0.425292,0.384308,0.614564
14800,123.333000,-1.385303,2.552112,-27.038157,-0.426483,0.384827,0.615055
14801,123.342000,-1.365866,2.486714,-26.973078,-0.427760,0.385097,0.615606
14802,123.350000,-1.381199,2.447269,-26.972324,-0.429028,0.385542,0.616140
14803,123.358000,-1.308057,2.434485,-27.042856,-0.430287,0.385891,0.616640
14804,123.367000,-1.229121,2.473807,-26.949478,-0.431564,0.386252,0.617150
14805,123.375000,-1.231688,2.411503,-26.999851,-0.432870,0.386567,0.617723
14806,123.383000,-1.142019,2.380271,-27.007189,-0.434233,0.386858,0.618268
14807,123.392000,-1.120175,2.313820,-27.019188,-0.435532,0.387183,0.618859
14808,123.400000,-1.083907,2.207446,-26.962461,-0.436848,0.387512,0.619483
14809,123.408000,-0.967838,2.153945,-26.936935,-0.438257,0.387776,0.619991
14810,123.417000,-0.863525,2.040383,-26.912313,-0.439598,0.388069,0.620601
14811,123.425000,-0.810984,1.901617,-26.952307,-0.441053,0.388299,0.621173
14812,123.433000,-0.759449,1.731855,-26.945383,-0.442474,0.388585,0.621747
14813,123.442000,-0.588958,1.729088,-26.949467,-0.443821,0.388820,0.622271
14814,123.450000,-0.386569,1.542266,-26.888891,-0.445285,0.388981,0.622861
14815,123.458000,-0.281315,1.388150,-26.883165,-0.446720,0.389200,0.623474
14816,123.467000,-0.074335,1.182756,-26.843153,-0.448188,0.389424,0.624044
14817,123.475000,0.122035,1.021363,-26.882486,-0.449621,0.389587,0.624627
14818,123.483000,0.452390,0.741441,-26.855314,-0.451110,0.389749,0.625259
14819,123.492000,0.513509,0.632300,-26.862328,-0.452579,0.389984,0.625880
14820,123.500000,0.815541,0.530944,-26.734116,-0.453979,0.390099,0.626445
14821,123.508000,1.031429,0.284720,-26.811632,-0.455482,0.390256,0.627055
14822,123.517000,1.234711,0.140664,-26.736715,-0.456945,0.390464,0.627660
14823,123.525000,1.467830,-0.020767,-26.690388,-0.458403,0.390585,0.628246
14824,123.533000,1.588200,-0.124582,-26.723894,-0.459840,0.390797,0.628822
14825,123.542000,1.786659,-0.280158,-26.727232,-0.461282,0.390950,0.629438
14826,123.550000,1.901124,-0.391767,-26.650799,-0.462735,0.391225,0.630009
14827,123.558000,2.052848,-0.449651,-26.701941,-0.464120,0.391404,0.630635
14828,123.567000,2.193449,-0.509199,-26.663630,-0.465528,0.391609,0.631239
14829,123.575000,2.275928,-0.628652,-26.631056,-0.466953,0.391855,0.631818
14830,123.583000,2.344928,-0.709005,-26.615271,-0.468349,0.392076,0.632452
14831,123.592000,2.415325,-0.703542,-26.621883,-0.469747,0.392284,0.633045
14832,123.600000,2.367142,-0.799107,-26.617579,-0.471097,0.392603,0.633720
14833,123.608000,2.470992,-0.882444,-26.515408,-0.472493,0.392844,0.634298
14834,123.617000,2.545293,-0.873378,-26.408415,-0.473786,0.393038,0.634887
14835,123.625000,2.496644,-0.869504,-26.505604,-0.475148,0.393377,0.635508
14836,123.633000,2.477521,-0.916653,-26.406590,-0.476502,0.393692,0.636048
14837,123.642000,2.464369,-1.046471,-26.466619,-0.477845,0.393942,0.636714
14838,123.650000,2.514651,-0.980525,-26.526541,-0.479181,0.394234,0.637317
14839,123.658000,2.432066,-1.134078,-26.449314,-0.480448,0.394582,0.637985
14840,123.667000,2.454787,-1.188595,-26.445732,-0.481786,0.394917,0.638604
14841,123.675000,2.309695,-1.237460,-26.416773,-0.483076,0.395259,0.639234
14842,123.683000,2.342819,-1.314073,-26.390928,-0.484363,0.395577,0.639859
14843,123.692000,2.302779,-1.398873,-26.332117,-0.485604,0.395882,0.640472
14844,123.700000,2.244079,-1.461181,-26.374340,-0.486887,0.396252,0.641099
14845,123.708000,2.195241,-1.551840,-26.367126,-0.488148,0.396650,0.641765
14846,123.717000,2.167019,-1.670406,-26.312313,-0.489415,0.397025,0.642321
14847,123.725000,2.132157,-1.856524,-26.305904,-0.490591,0.397400,0.642988
14848,123.733000,2.074660,-1.964803,-26.314135,-0.491868,0.397798,0.643628
14849,123.742000,2.108688,-2.102006,-26.263294,-0.493057,0.398154,0.644267
14850,123.750000,2.126076,-2.240201,-26.202415,-0.494257,0.398562,0.644902
14851,123.758000,2.147923,-2.278762,-26.233461,-0.495417,0.398994,0.645520
14852,123.767000,2.150082,-2.416907,-26.162651,-0.496559,0.399418,0.646190
14853,123.775000,2.216575,-2.599553,-26.173859,-0.497759,0.399745,0.646797
14854,123.783000,2.264097,-2.634370,-26.168392,-0.498848,0.400153,0.647475
14855,123.792000,2.259252,-2.761590,-26.145033,-0.500016,0.400626,0.648083
14856,123.800000,2.273705,-2.859531,-26.214222,-0.501021,0.401045,0.648740
14857,123.808000,2.324130,-2.889581,-26.180838,-0.502104,0.401506,0.649368
14858,123.817000,2.263845,-2.965322,-26.155382,-0.503176,0.402031,0.649998
14859,123.825000,2.373315,-3.000509,-26.129913,-0.504201,0.402429,0.650681
14860,123.833000,2.405493,-3.001982,-26.128540,-0.505164,0.402900,0.651408
14861,123.842000,2.404977,-2.938903,-26.166805,-0.506124,0.403374,0.652087
14862,123.850000,2.354447,-2.980805,-26.148190,-0.507092,0.403926,0.652676
14863,123.858000,2.350258,-2.966903,-26.163021,-0.508006,0.404423,0.653315
14864,123.867000,2.322031,-2.916050,-26.169716,-0.508881,0.404975,0.654005
14865,123.875000,2.325990,-2.951280,-26.140219,-0.509811,0.405508,0.654673
14866,123.883000,2.277508,-2.988378,-26.136133,-0.510654,0.406072,0.655367
14867,123.892000,2.294097,-2.950854,-26.205362,-0.511521,0.406618,0.656004
14868,123.900000,2.217103,-2.944940,-26.155611,-0.512314,0.407167,0.656631
14869,123.908000,2.172335,-3.030309,-26.133116,-0.513206,0.407797,0.657264
14870,123.917000,2.025236,-3.015920,-26.182131,-0.513937,0.408402,0.657903
14871,123.925000,2.063189,-3.020270,-26.194691,-0.514696,0.408903,0.658579
14872,123.933000,2.089364,-3.016054,-26.088638,-0.515459,0.409529,0.659182
14873,123.942000,1.975440,-3.081807,-26.164274,-0.516211,0.410171,0.659879
14874,123.950000,1.899400,-3.071659,-26.167437,-0.516889,0.410820,0.660549
14875,123.958000,1.853272,-3.066122,-26.150339,-0.517566,0.411422,0.661163
14876,123.967000,1.814966,-3.074926,-26.169664,-0.518191,0.412037,0.661814
14877,123.975000,1.807610,-3.174891,-26.141750,-0.518904,0.412690,0.662437
14878,123.983000,1.727556,-3.167015,-26.169691,-0.519478,0.413371,0.663043
14879,123.992000,1.794381,-3.171191,-26.182234,-0.520102,0.413983,0.663708
14880,124.000000,1.786251,-3.217218,-26.120327,-0.520701,0.414654,0.664331
14881,124.008000,1.850964,-3.210322,-26.127064,-0.521199,0.415274,0.664994
14882,124.017000,1.749827,-3.251870,-26.208294,-0.521732,0.415979,0.665647
14883,124.025000,1.696184,-3.272844,-26.127258,-0.522237,0.416674,0.666251
14884,124.033000,1.676242,-3.281172,-26.103476,-0.522743,0.417408,0.666893
14885,124.042000,1.768735,-3.228319,-26.110910,-0.523166,0.418023,0.667617
14886,124.050000,1.789389,-3.195955,-26.183847,-0.523602,0.418697,0.668249
14887,124.058000,1.767947,-3.197606,-26.092953,-0.524023,0.419366,0.668910
14888,124.067000,1.658335,-3.221444,-26.109287,-0.524429,0.420138,0.669472
14889,124.075000,1.714457,-3.172664,-26.078222,-0.524796,0.420812,0.670165
14890,124.083000,1.747863,-3.103765,-26.118525,-0.525112,0.421480,0.670802
14891,124.092000,1.647046,-3.103644,-26.086010,-0.525496,0.422231,0.671337
14892,124.100000,1.685409,-3.129843,-26.058384,-0.525800,0.422945,0.671937
14893,124.108000,1.670011,-3.154984,-26.082325,-0.526115,0.423687,0.672573
14894,124.117000,1.770107,-3.184545,-26.076555,-0.526380,0.424367,0.673236
14895,124.125000,1.681814,-3.165417,-26.178392,-0.526636,0.425118,0.673870
14896,124.133000,1.715523,-3.103782,-26.069416,-0.526847,0.425855,0.674428
14897,124.142000,1.642543,-3.177354,-26.065067,-0.527077,0.426651,0.675011
14898,124.150000,1.620224,-3.167069,-26.073364,-0.527245,0.427362,0.675634
14899,124.158000,1.651533,-3.195875,-26.058256,-0.527422,0.428120,0.676245
14900,124.167000,1.603062,-3.209306,-26.022110,-0.527587,0.428843,0.676774
14901,124.175000,1.497020,-3.281651,-26.046677,-0.527778,0.429639,0.677351
14902,124.183000,1.495887,-3.228802,-26.071770,-0.527843,0.430437,0.677945
14903,124.192000,1.437833,-3.210733,-26.036983,-0.527947,0.431194,0.678540
14904,124.200000,1.390684,-3.193883,-26.039141,-0.528021,0.431935,0.679099
14905,124.208000,1.317744,-3.211798,-26.004591,-0.528072,0.432720,0.679661
14906,124.217000,1.130357,-3.219387,-26.088154,-0.528142,0.433548,0.680246
14907,124.225000,1.137621,-3.122964,-26.030050,-0.528038,0.434272,0.680864
14908,124.233000,1.230920,-3.042920,-25.884903,-0.528039,0.434969,0.681401
14909,124.242000,0.985680,-3.065300,-25.977886,-0.528033,0.435844,0.681967
14910,124.250000,0.892965,-2.973805,-25.938389,-0.527958,0.436681,0.682535
14911,124.258000,0.914673,-2.922327,-25.951696,-0.527894,0.437407,0.683234
14912,124.267000,0.933898,-2.795552,-25.981287,-0.527755,0.438206,0.683771
14913,124.275000,0.791758,-2.758958,-25.943586,-0.527675,0.438999,0.684314
14914,124.283000,0.839122,-2.653583,-25.898678,-0.527508,0.439731,0.684955
